PointArng, TriangleSize, Extension, Spread, Limit, PerpSym, ParallelSym, OrthoNorm, Volume,GraspIt_Volume,GraspIt_Epsilon,GraspIt_ContactEnergy,GraspIt_AutograspQuality, Hand_Qx, Hand_Qy, Hand_Qz,Hand_Qw,Hand_x,Hand_y,Hand_z, ObjectName, Object_Qx, Object_Qy, Object_Qz,Object_Qw,Object_x,Object_y,Object_Qz, Start_Position,1.38E+18,Succ_Rate,
0.965156625,9.05E-05,0.051939501,1.07105,0.826544685,0.000106116,9.54E-05,1.556877657,3.58E-05,0.000774,0.0193,23.8719,-1.95758,0.006614253,0.220560649,0.973457437,0.060744306,0.380512955,0.003676928,-0.231661012, sodacan,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,10,
0.9547133,0.0001734,0.036456001,0.755007,0.805324025,0.000109048,9.64E-05,1.313485935,4.57E-05,0.000549,-2.00E+05,26.4422,2.00E+07,-0.035810672,0.867942577,0.478857243,0.126842502,0.384368408,-0.000725422,-0.226162001, sodacan,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,10,
0.96143449,4.49E-05,0.018175501,0.818988,0.812326843,0.000114371,9.54E-05,1.450899323,4.60E-05,0.000559,-2.00E+05,27.9823,2.00E+07,-0.070901081,-0.11337672,0.986950409,0.089708674,0.390725698,0.004230715,-0.219302291, sodacan,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,10,
0.920690098,0.000159497,0.011376501,0.735323,0.81126581,0.000114616,9.85E-05,1.42856362,1.88E-05,0.00038,-2.00E+05,30.0297,2.00E+07,0.058345962,0.978010325,0.1820641,0.083331961,0.37463091,0.004446487,-0.220471654, sodacan,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,10,
0.928252432,0.000168443,0.043489502,1.12155,0.823785998,0.000111488,9.57E-05,1.703840331,4.52E-05,0.000653,-2.00E+05,26.3614,2.00E+07,0.11209237,-0.411664837,0.900498632,-0.084080773,0.382378207,-0.006738354,-0.22442552, sodacan,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,10,
0.537048173,0.000277832,0.440054012,0.904118,0.630465792,0.000106785,9.10E-05,1.830756332,0.000133685,0.000719,-2.00E+05,28.9627,2.00E+07,-0.199220682,0.970909887,-0.054299026,-0.121230058,0.387553013,0.000118047,-0.217787861, sodacan,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,10,
0.89028511,5.38E-05,0.043291501,0.740902,0.805324025,0.000120716,9.88E-05,1.817562372,4.27E-05,0.000635,-2.00E+05,30.4339,2.00E+07,0.067434085,-0.333807751,0.922945432,0.179434554,0.378348486,0.003349619,-0.209545066, sodacan,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,10,
0.845274013,0.000165233,0.031440501,1.43261,0.743147493,0.000171672,0.000102048,0.951907203,3.32E-05,0.000326,-2.00E+05,31.1117,2.00E+07,0.149196667,0.700352852,-0.640392739,0.277746966,0.408933292,0.005167703,-0.143048537, wineglass,0.707106781,0.707106781,0,0,0.4175,5.42E-34,-0.295,0,1.38E+18,10,
0.817942587,2.29E-05,0.281306008,1.2374,0.888933423,0.000184733,9.95E-05,2.855188014,5.94E-06,0.000217,-2.00E+05,28.4646,2.00E+07,-0.390303721,-0.458377144,-0.475882146,0.64116268,0.442910754,-0.005737048,-0.139431593, wineglass,0.707106781,0.707106781,0,0,0.4175,5.42E-34,-0.295,0,1.38E+18,10,
0.680546675,0.000112658,0.019334,1.0336,0.710679884,0.000182502,0.000107057,0.730565763,4.76E-05,0.000707,-2.00E+05,37.9113,2.00E+07,-0.415061295,0.545574741,0.714696989,0.138854373,0.420073291,-0.028289254,-0.133873654, wineglass,0.707106781,0.707106781,0,0,0.4175,5.42E-34,-0.295,0,1.38E+18,10,
0.731142582,0.000429473,0.024313501,1.1858,0.728293032,0.000175449,0.000103991,0.891155717,3.74E-05,0.000555,-2.00E+05,33.1639,2.00E+07,0.150071854,0.911134109,0.119797662,0.364638992,0.402531574,0.005390248,-0.14125111, wineglass,0.707106781,0.707106781,0,0,0.4175,5.42E-34,-0.295,0,1.38E+18,0,
